NC_004547.2	NC_013592.1	91.86	13916	1105	28	4487634	4501534	4254922	4268824	0.0	19396
NC_004547.2	NC_013592.1	86.97	14295	1749	82	249707	263959	240002	254224	0.0	15972
NC_004547.2	NC_013592.1	80.28	13842	2586	109	573909	587661	574525	588311	0.0	10305
NC_004547.2	NC_013592.1	79.00	14292	2792	160	3849868	3864045	1452637	1438441	0.0	9574
NC_004547.2	NC_013592.1	86.63	7118	895	45	5053522	5060613	4757670	4750584	0.0	7817
NC_004547.2	NC_013592.1	77.94	12703	2643	123	4262139	4274770	4033653	4046267	0.0	7788
NC_004547.2	NC_013592.1	80.30	10173	1910	80	3370688	3380821	3086708	3096825	0.0	7598
NC_004547.2	NC_013592.1	84.27	7420	1050	82	4230366	4237738	4005469	4012818	0.0	7129
NC_004547.2	NC_013592.1	89.62	4693	444	29	4502469	4507141	4269677	4274346	0.0	5928
NC_004547.2	NC_013592.1	79.26	8452	1591	119	1547641	1556011	1330062	1338432	0.0	5747
NC_004547.2	NC_013592.1	81.18	7094	1189	100	776920	783950	665494	672504	0.0	5570
NC_004547.2	NC_013592.1	94.50	3455	141	41	3945829	3949259	3747406	3750835	0.0	5282
NC_004547.2	NC_013592.1	82.33	5938	1011	32	355619	361536	347597	353516	0.0	5120
NC_004547.2	NC_013592.1	94.15	3335	137	51	3754261	3757559	3595192	3598504	0.0	5025
NC_004547.2	NC_013592.1	94.15	3335	137	51	4741696	4744994	3595192	3598504	0.0	5025
NC_004547.2	NC_013592.1	94.07	3337	140	51	3754259	3757559	4480875	4484189	0.0	5012
NC_004547.2	NC_013592.1	94.92	3226	123	36	284472	287678	4242481	4239278	0.0	5011
NC_004547.2	NC_013592.1	94.92	3226	123	36	242644	245850	4242481	4239278	0.0	5011
NC_004547.2	NC_013592.1	94.92	3226	123	36	18872	22078	4242481	4239278	0.0	5011
NC_004547.2	NC_013592.1	94.11	3330	139	50	4741700	4744994	4480882	4484189	0.0	5011
NC_004547.2	NC_013592.1	94.82	3226	126	36	4472279	4475485	4239278	4242481	0.0	4994
NC_004547.2	NC_013592.1	95.11	3189	117	34	3754389	3757559	4239314	4242481	0.0	4988
NC_004547.2	NC_013592.1	95.11	3189	117	34	4741824	4744994	4239314	4242481	0.0	4988
NC_004547.2	NC_013592.1	95.05	3190	121	33	3754387	3757559	3747666	3750835	0.0	4981
NC_004547.2	NC_013592.1	95.05	3190	121	33	4741822	4744994	3747666	3750835	0.0	4981
NC_004547.2	NC_013592.1	95.04	3188	121	33	284472	287642	3750835	3747668	0.0	4977
NC_004547.2	NC_013592.1	95.04	3188	121	33	242644	245814	3750835	3747668	0.0	4977
NC_004547.2	NC_013592.1	95.04	3188	121	33	18872	22042	3750835	3747668	0.0	4977
NC_004547.2	NC_013592.1	95.02	3193	117	37	284472	287644	4732468	4729298	0.0	4977
NC_004547.2	NC_013592.1	95.02	3193	117	37	242644	245816	4732468	4729298	0.0	4977
