Supercontig_1.1	10097	10522	PITG_00002	0	-	Supercontig_1.1	0	10097
Supercontig_1.1	10097	10522	PITG_00002	0	-	Supercontig_1.1	10522	38775
Supercontig_1.1	38775	39071	PITG_00003	0	+	Supercontig_1.1	39071	39526
Supercontig_1.1	38775	39071	PITG_00003	0	+	Supercontig_1.1	10522	38775
Supercontig_1.1	39526	41494	PITG_00004	0	+	Supercontig_1.1	39071	39526
Supercontig_1.1	39526	41494	PITG_00004	0	+	Supercontig_1.1	41494	42014
Supercontig_1.1	42014	43659	PITG_00005	0	+	Supercontig_1.1	41494	42014
Supercontig_1.1	42014	43659	PITG_00005	0	+	Supercontig_1.1	43659	95207
Supercontig_1.1	95207	96036	PITG_00006	0	+	Supercontig_1.1	43659	95207
Supercontig_1.1	95207	96036	PITG_00006	0	+	Supercontig_1.1	96036	209494
Supercontig_1.1	209494	212840	PITG_00009	0	+	Supercontig_1.1	212840	213666
Supercontig_1.1	209494	212840	PITG_00009	0	+	Supercontig_1.1	96036	209494
Supercontig_1.1	213666	214400	PITG_00010	0	+	Supercontig_1.1	214400	217133
Supercontig_1.1	213666	214400	PITG_00010	0	+	Supercontig_1.1	212840	213666
Supercontig_1.1	217133	217723	PITG_00011	0	+	Supercontig_1.1	214400	217133
Supercontig_1.1	217133	217723	PITG_00011	0	+	Supercontig_1.1	217723	218887
Supercontig_1.1	218887	219522	PITG_00012	0	+	Supercontig_1.1	217723	218887
Supercontig_1.1	218887	219522	PITG_00012	0	+	Supercontig_1.1	219522	220302
Supercontig_1.1	220302	220709	PITG_00013	0	+	Supercontig_1.1	219522	220302
Supercontig_1.1	220302	220709	PITG_00013	0	+	Supercontig_1.1	220709	222049
Supercontig_1.1	222049	223362	PITG_00014	0	-	Supercontig_1.1	220709	222049
Supercontig_1.1	222049	223362	PITG_00014	0	-	Supercontig_1.1	223362	223819
Supercontig_1.1	223819	224622	PITG_00015	0	-	Supercontig_1.1	223362	223819
Supercontig_1.1	223819	224622	PITG_00015	0	-	Supercontig_1.1	224622	227775
Supercontig_1.1	227775	228482	PITG_00016	0	+	Supercontig_1.1	224622	227775
Supercontig_1.1	227775	228482	PITG_00016	0	+	Supercontig_1.1	228482	253879
